class,odor,spore_print_color,gill_color,ring_type,stalk_surface_above_ring,stalk_surface_below_ring,gill_size,stalk_color_above_ring,stalk_color_below_ring,bruises
edible,almond,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,anise,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,pink,pendant,smooth,smooth,narrow,white,white,no
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,anise,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,almond,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,white,pendant,smooth,scaly,broad,white,white,bruises
edible,anise,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,almond,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,purple,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,almond,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,black,white,pendant,smooth,scaly,broad,white,white,bruises
edible,anise,brown,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,pink,bruises
edible,anise,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,anise,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
poisonous,pungent,brown,pink,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,black,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
edible,almond,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,purple,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,pendant,smooth,smooth,narrow,white,white,no
edible,almond,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,almond,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,pink,bruises
edible,almond,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,fibrous,broad,white,white,no
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
poisonous,pungent,black,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,pink,pink,bruises
edible,anise,purple,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,brown,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,pink,gray,bruises
edible,none,black,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,brown,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,black,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,black,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,brown,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,purple,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,pink,pink,bruises
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,pink,bruises
edible,anise,black,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,black,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,black,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,black,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,purple,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,brown,white,pendant,smooth,smooth,broad,white,white,bruises
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,pink,pink,bruises
edible,anise,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,black,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,black,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,black,evanescent,smooth,smooth,broad,white,white,no
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
edible,almond,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,purple,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,brown,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,white,pendant,smooth,smooth,broad,white,white,bruises
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,brown,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,anise,purple,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,black,pendant,smooth,smooth,narrow,white,white,no
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,almond,brown,white,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,black,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,black,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,brown,white,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
poisonous,pungent,black,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,purple,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,almond,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,anise,brown,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,brown,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,almond,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,pink,white,bruises
edible,anise,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,pink,pendant,smooth,smooth,narrow,white,white,no
poisonous,pungent,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,fibrous,smooth,broad,white,white,no
edible,anise,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,brown,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,white,pendant,smooth,smooth,broad,white,white,bruises
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,almond,black,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,purple,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,smooth,fibrous,broad,white,white,no
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,almond,brown,white,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,anise,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,black,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,pink,pendant,smooth,smooth,broad,pink,pink,bruises
edible,almond,purple,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
edible,almond,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,black,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,brown,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,black,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,pink,bruises
edible,anise,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,pink,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,black,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,brown,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,black,brown,pendant,smooth,scaly,broad,white,white,bruises
poisonous,pungent,brown,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,chocolate,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,almond,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,brown,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,pink,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,brown,white,pendant,smooth,smooth,broad,white,white,bruises
poisonous,pungent,black,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,black,brown,evanescent,smooth,smooth,broad,white,white,no
edible,almond,brown,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,purple,pendant,smooth,smooth,broad,pink,gray,bruises
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,gray,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,gray,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,pink,pendant,smooth,smooth,narrow,white,white,no
edible,anise,black,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,gray,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,black,evanescent,smooth,fibrous,broad,white,white,no
edible,almond,black,white,pendant,smooth,scaly,broad,white,white,bruises
edible,anise,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,anise,black,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,almond,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,anise,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,anise,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,pink,bruises
edible,anise,brown,pink,pendant,smooth,scaly,broad,white,white,bruises
edible,almond,black,gray,pendant,smooth,smooth,broad,white,white,bruises
poisonous,pungent,black,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,almond,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,black,black,pendant,smooth,smooth,broad,white,white,bruises
edible,anise,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,brown,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,almond,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,brown,brown,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,chocolate,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,chocolate,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,pink,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
edible,almond,black,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,black,brown,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,brown,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,brown,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,almond,black,brown,pendant,smooth,scaly,broad,white,white,bruises
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,white,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,black,pink,evanescent,smooth,smooth,broad,white,white,no
poisonous,pungent,brown,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,pink,gray,bruises
edible,none,brown,brown,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,pink,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,chocolate,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,brown,white,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,black,evanescent,smooth,fibrous,broad,white,white,no
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
edible,none,brown,chocolate,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,black,evanescent,smooth,smooth,broad,white,white,no
edible,none,black,brown,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,black,evanescent,fibrous,smooth,broad,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,black,evanescent,smooth,fibrous,broad,white,white,no
poisonous,pungent,brown,pink,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,brown,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,brown,pink,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,brown,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,chocolate,evanescent,smooth,fibrous,broad,white,white,no
edible,none,brown,chocolate,evanescent,fibrous,smooth,broad,white,white,no
poisonous,pungent,black,white,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,black,pink,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,black,white,pendant,smooth,smooth,narrow,white,white,bruises
poisonous,pungent,black,black,pendant,smooth,smooth,narrow,white,white,bruises
edible,none,black,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,brown,black,evanescent,fibrous,fibrous,broad,white,white,no
edible,none,black,pink,evanescent,fibrous,smooth,broad,white,white,no
